user_id,business_id,stars
232182,4449,5
224915,4449,4
1083375,4449,4
240433,4449,1
155070,4449,5
248896,4449,4
260317,4449,5
845442,4449,5
123455,4449,1
22442,4449,4
474710,4449,5
1066521,4449,5
67434,4449,4
412329,4449,2
898108,4449,2
764241,4449,3
269574,4449,5
120664,4449,4
299130,4449,3
23368,4449,1
965166,4449,2
1067358,4449,5
230764,4449,4
93823,4449,5
365541,4449,2
111887,4449,5
586338,4449,4
425783,4449,3
850751,4449,3
31158,4449,4
143116,4449,5
146851,4449,3
18867,4449,3
681732,4449,5
97302,4449,4
542239,4449,5
134428,4449,3
123964,4449,3
343237,4449,4
31694,4449,3
191747,4449,4
4914,4449,4
85818,4449,4
827844,4449,5
81467,4449,4
659718,4449,5
292215,4449,3
152477,4449,4
1069772,4449,3
332948,4449,5
156355,4449,5
940144,4449,5
450957,4449,5
120236,4449,1
13719,4449,5
241800,4449,4
23793,4449,5
46226,4449,5
236181,4449,5
40689,4449,4
139315,4449,4
584389,4449,1
180206,4449,5
49221,4449,4
341725,4449,5
367504,4449,4
1095647,4449,4
478297,4449,4
372139,4449,4
4469,4449,3
45321,4449,4
563712,4449,2
62613,4449,3
143111,4449,2
192094,4449,5
120946,4449,3
773147,4449,5
356031,4449,4
1100714,4449,5
45234,4449,5
39878,4449,4
507463,4449,4
722566,4449,5
134,4449,2
1085577,4449,4
741007,4449,1
101753,4449,5
37816,4449,5
240590,4449,5
4548,4449,2
72667,4449,3
1065183,4449,3
114872,4449,3
113937,4449,3
30045,4449,5
653666,4449,5
1077076,4449,5
189047,4449,5
502000,4449,4
366196,4449,4
46642,4449,4
74337,4449,5
1070969,4449,5
157809,4457,5
159529,4457,4
122094,4457,4
46301,4457,4
116204,4457,5
175284,4457,3
174966,4457,5
131211,4457,4
180187,4457,4
180327,4457,5
59593,4457,4
45321,4457,4
14083,4457,4
191747,4457,5
67200,4457,5
185487,4457,5
34231,4659,5
89060,4659,5
74337,4659,3
7794,4659,5
136666,4690,4
131211,4690,4
146079,4690,4
259145,4690,4
314601,4690,4
363,4690,4
22924,4690,5
1877,4690,5
338331,4691,4
23368,4691,4
861531,4691,5
952074,4691,1
49697,4691,4
52555,4691,5
53811,4691,4
984888,4691,4
173867,4691,3
165545,4691,5
374804,4691,2
21810,4691,5
96102,4691,1
173708,4691,5
972222,4691,5
356757,4691,3
480,4691,1
984294,4691,3
954673,4691,5
131211,4691,4
11248,4691,4
52561,4691,2
121105,4691,4
741007,4691,1
11166,4691,4
868842,4691,4
467908,4691,4
39828,4691,5
950196,4691,4
192730,4691,4
316680,4691,3
154224,4691,3
215844,4691,4
134,4691,5
762087,4691,4
41623,4691,4
22924,4691,5
133751,4691,3
338858,4739,1
328584,4739,1
39144,4739,1
156355,4739,1
121757,4739,1
296770,4739,1
200580,4739,2
44197,4739,1
136428,4784,5
142677,4784,5
148742,4784,5
137027,4784,5
129666,4784,5
148064,4784,5
70621,4784,5
127816,4784,5
480,4784,1
59593,4784,5
50185,4785,4
121105,4785,4
309660,4785,5
146851,4785,4
283084,4785,3
231663,4785,5
161698,5182,1
163886,5182,5
21026,5182,5
195039,5182,1
818913,5226,2
88757,5226,3
306937,5226,5
390457,5226,1
85818,5226,5
89188,5226,4
113937,5226,3
42009,5226,3
33827,5226,2
716560,5226,4
822267,5226,1
11599,5226,3
8306,5226,4
359381,5226,5
807829,5226,3
450265,5227,5
382644,5227,5
372959,5227,5
494392,5227,5
1055392,5227,5
48080,5227,5
102774,5227,5
1026463,5227,1
259145,5227,5
256962,5227,2
948479,5227,5
1054219,5227,2
300927,5227,5
374804,5227,5
1050450,5227,5
160471,5227,3
143756,5227,4
1026352,5227,5
308545,5227,4
121105,5227,4
181484,5227,2
49221,5227,2
1047483,5227,5
21094,5227,4
489944,5227,4
57258,5227,4
5133,5227,4
109426,5227,5
387264,5227,5
1063642,5227,1
82629,5227,2
207595,5227,2
335420,5227,5
85818,5227,5
1035485,5227,4
83776,5227,5
1037873,5227,5
121562,5227,5
236583,5227,4
448009,5227,4
689651,5227,4
359357,5227,4
232182,5227,5
16235,5227,5
11599,5227,5
671764,5227,2
5593,5227,5
51677,5227,4
386358,5227,5
65391,5227,5
102372,5227,5
93805,5227,3
195227,5227,3
697885,5227,4
1045835,5227,4
57125,5227,3
4469,5227,5
72386,5227,5
1059580,5227,5
43456,5227,5
1046029,5227,1
213516,5227,1
1040708,5227,3
146724,5227,5
47315,5227,4
1047052,5227,4
75512,5227,4
667828,5227,5
324748,5227,4
1039027,5227,2
8183,5227,5
11166,5227,4
141211,5227,3
345275,5227,1
352953,5227,2
42714,5227,4
540114,5227,4
136666,5227,2
60772,5227,4
121042,5227,5
1063769,5227,1
416174,5227,5
123455,5227,5
259442,5227,2
1055739,5227,4
409614,5227,4
153583,5227,4
232210,5227,5
252514,5227,2
155711,5227,4
42662,5227,4
325087,5227,5
1057553,5227,4
120664,5227,4
18053,5227,5
45321,5227,4
488587,5227,2
232468,5227,5
354672,5227,2
411335,5227,4
920127,5227,3
1036017,5227,2
1039472,5227,4
146506,5227,5
379438,5227,4
123248,5227,3
6507,5227,3
252907,5227,4
96575,5227,5
231663,5227,5
67434,5227,4
735322,5227,4
148506,5227,5
60545,5227,3
145176,5227,3
399279,5227,5
134,5227,4
1044556,5227,1
370706,5227,5
42059,5227,4
126964,5227,5
374307,5227,5
18867,5227,4
60535,5227,4
1037500,5227,1
318340,5227,5
97302,5227,4
1054307,5227,3
347958,5227,3
309915,5227,1
152477,5227,4
861360,5227,5
177754,5227,3
176875,5227,3
44616,5227,3
25369,5227,4
1059861,5227,5
1040331,5227,3
180525,5227,4
301921,5227,3
470795,5227,3
111567,5227,5
554520,5227,5
362229,5227,5
1055484,5227,4
73747,5227,5
192059,5227,5
1027186,5227,4
126765,5227,2
634494,5227,5
102372,5228,5
113391,5228,3
191125,5228,2
136666,5228,3
833647,5228,5
202044,5228,4
225681,5228,4
243188,5228,5
49221,5228,3
74005,5228,3
87863,5228,3
131211,5228,4
504025,5228,4
4469,5228,3
252907,5228,5
1173691,5228,5
146506,5228,3
584037,5228,4
146233,5366,5
551246,5366,5
402870,5366,5
335195,5366,5
33112,5366,5
74248,5366,5
225134,5367,5
229896,5367,4
202852,5367,5
27787,5367,3
197935,5367,1
174533,5367,4
73747,5367,4
199914,5367,5
50947,5385,4
560787,5385,4
559257,5385,4
43172,5385,3
61950,5385,2
474568,5385,5
590388,5385,1
217644,5385,5
52555,5385,5
582750,5385,1
155613,5385,1
28052,5385,3
558807,5385,4
583915,5385,3
198751,5385,4
149601,5385,4
64543,5385,2
88371,5385,2
579138,5385,2
128793,5385,5
145286,5385,3
589654,5385,3
75630,5385,4
562694,5385,4
25776,5385,4
518319,5385,2
150770,5385,2
35990,5385,4
154141,5385,2
130300,5385,2
52912,5385,2
218236,5385,3
589013,5385,2
578041,5385,4
585605,5385,3
356367,5385,5
557300,5385,5
575743,5385,2
121105,5385,3
201373,5385,5
565253,5385,4
590528,5385,5
456231,5385,3
216531,5385,1
557318,5385,1
74604,5385,5
39996,5385,4
577822,5385,2
586273,5385,2
111325,5385,5
161832,5385,4
573404,5385,2
77746,5385,2
402171,5385,5
81665,5385,2
15002,5385,5
47592,5385,5
589677,5385,2
398696,5385,3
571797,5385,3
559859,5385,5
584896,5385,2
422513,5385,1
559319,5385,3
166578,5385,5
242969,5385,4
569782,5385,2
562085,5385,1
563509,5385,1
248809,5385,3
94231,5385,4
440462,5385,3
221907,5587,2
204885,5587,5
7794,5587,2
17255,5587,5
198643,5587,5
34438,5635,1
178317,5635,5
763934,5635,5
785792,5635,4
199641,5635,1
365352,5969,5
456312,5969,5
104183,5969,5
284187,5969,1
208254,5970,4
213142,5970,4
5144,5970,5
149601,5970,4
12303,5970,5
972224,5970,4
582750,5970,5
47493,5970,5
21094,5970,1
974802,5970,1
631566,5970,4
214097,5970,3
805219,5970,5
963864,5970,4
335586,5970,5
973332,5970,5
695996,5970,3
60545,5970,1
958836,5970,5
22924,5970,4
177205,6335,1
167555,6335,3
75014,6335,3
7794,6335,4
184048,6335,5
27975,6335,1
166539,6335,4
186444,6335,3
136666,6335,3
187159,6335,2
89060,6335,5
87235,6335,4
191125,6335,5
167796,6335,1
188377,6335,4
50097,6335,4
128971,6335,4
123953,6335,4
131211,6335,4
188889,6335,4
165561,6335,4
491,6335,4
184742,6335,5
91407,6335,4
185594,6335,4
101234,6335,4
103813,6335,3
50996,6335,3
2367,6335,4
11599,6771,4
74005,6771,4
64987,6771,5
592159,6772,3
601531,6772,1
626222,6772,5
627144,6772,5
593214,6772,1
602885,6772,1
606809,6772,5
599897,6772,1
182505,6773,1
172030,6773,4
178009,6773,2
91170,6773,1
168805,6773,1
183917,6773,1
172521,6773,1
165679,6773,2
51203,6773,4
154843,6773,3
166873,6773,1
167069,6773,4
166286,6773,1
181335,6773,1
186858,6773,3
176633,6773,1
194604,6773,1
134,6773,1
131211,6773,1
159846,6773,5
52936,6773,1
165113,6773,1
158790,6773,4
160699,6773,4
174521,6773,3
171644,6773,1
81458,6773,2
185455,6773,1
185452,6773,1
50996,6773,3
194795,6773,1
190169,6773,1
165010,6773,5
159070,6773,1
47315,6773,3
103405,6773,1
168035,6773,1
7794,6773,3
169723,6773,1
159904,6773,4
161276,6773,1
56543,6773,2
169142,6773,5
173510,6773,1
205439,6773,1
212973,6773,1
60833,6773,1
209381,6773,1
204123,6773,1
208037,6773,3
1092505,6929,5
1073281,6929,1
356316,6929,2
689689,6929,1
1096382,6929,1
17172,6929,1
267763,6929,2
84307,6929,1
1088176,6929,1
859141,6929,1
1096241,6929,1
489527,6929,1
737113,6929,3
779,6929,4
151616,6929,5
567205,7071,5
580902,7071,5
552497,7071,5
553617,7071,5
280177,7071,5
569881,7071,5
67102,7088,4
714052,7088,1
401968,7088,2
55262,7088,5
742008,7088,1
743983,7088,2
737113,7088,5
59405,7088,3
708496,7088,4
331628,7088,4
34438,7088,1
717376,7088,1
713382,7088,5
213516,7088,2
12583,7088,5
515784,7088,4
174940,7088,4
283013,7088,4
204624,7088,3
8646,7088,3
41298,7088,4
65391,7088,1
121105,7088,1
745549,7088,1
70496,7088,3
124367,7088,1
75630,7088,4
2593,7088,4
738570,7088,5
131211,7088,4
745229,7088,5
733010,7088,2
416174,7088,5
705530,7088,4
425831,7088,1
377165,7088,1
728166,7088,1
681929,7088,1
50154,7088,5
174527,7088,2
744658,7088,1
118205,7088,2
135615,7088,2
632117,7088,1
95525,7088,5
170987,7088,1
47592,7088,5
232301,7088,4
516695,7088,4
82179,7088,4
366778,7088,2
145176,7088,3
249054,7088,5
215844,7088,3
77043,7088,4
164301,7088,4
391039,7088,4
10698,7088,4
746314,7088,2
712449,7088,5
712843,7088,1
117182,7088,1
172030,7088,1
348316,7088,1
152182,7088,4
47315,7088,3
508590,7088,3
771619,7088,5
611299,7088,2
60193,7088,2
42007,7088,3
778265,7088,2
111567,7088,2
759867,7088,1
98071,7088,4
85829,7088,4
493590,7088,1
1877,7088,3
607437,7088,4
71720,7088,3
583645,7180,1
561880,7180,5
553813,7180,3
104542,7180,2
100619,7255,3
131135,7255,5
51458,7255,5
96572,7256,5
23837,7256,5
1096299,7256,3
1084187,7256,5
479668,7256,3
1082349,7256,5
88757,7257,2
75283,7257,4
46301,7257,5
5593,7257,4
294865,7257,2
34051,7257,1
24592,7257,4
27122,7257,1
62760,7257,4
184048,7257,4
387761,7257,4
79772,7257,5
207974,7257,4
34438,7257,4
172549,7257,5
377807,7257,1
41487,7257,4
40708,7257,3
368573,7257,1
91170,7257,5
217892,7257,3
126865,7257,4
136666,7257,4
123455,7257,2
361189,7257,1
256354,7257,3
374008,7257,5
25722,7257,5
365017,7257,5
46226,7257,5
106780,7257,4
49221,7257,4
47315,7257,5
137447,7257,3
121907,7257,4
107610,7257,4
7469,7257,4
363717,7257,2
131211,7257,3
4469,7257,5
134,7257,4
16235,7257,1
74005,7257,5
41623,7257,5
112187,7257,5
140579,7257,1
145176,7257,3
365944,7257,4
141211,7257,1
11166,7257,4
364969,7257,1
358748,7257,5
133679,7257,4
128532,7257,5
2731,7257,4
359384,7257,4
365537,7257,5
8646,7271,1
231215,7271,3
20773,7271,3
47592,7271,3
41298,7271,4
1159907,7271,2
75630,7271,4
916576,7271,3
89060,7271,1
675638,7271,3
308515,7271,2
1158918,7271,2
74005,7271,4
1170949,7271,1
1877,7271,3
74337,7271,3
76256,7471,4
75014,7471,4
66554,7471,5
21810,7471,3
151137,7471,5
308023,7471,4
41159,7471,2
624708,7471,5
75283,7471,4
19437,7471,4
604818,7471,3
442063,7471,5
55262,7471,5
231775,7471,5
34051,7471,5
206522,7471,4
4638,7471,4
521780,7471,5
628742,7471,5
246691,7471,5
605093,7471,2
420258,7471,5
78128,7471,4
491,7471,3
624915,7471,1
73798,7471,5
345752,7471,1
605732,7471,5
619688,7471,4
155370,7471,3
39629,7471,3
7794,7471,3
600985,7471,5
608500,7471,5
91170,7471,4
165046,7471,5
32291,7471,4
82629,7471,4
593402,7471,2
625181,7471,4
120946,7471,4
628794,7471,4
201482,7471,2
57258,7471,4
603802,7471,4
252514,7471,3
42059,7471,4
611380,7471,4
147106,7471,5
364458,7471,4
50229,7471,5
11272,7471,3
402391,7471,4
619694,7471,4
149222,7471,5
615103,7471,4
50097,7471,4
165561,7471,5
624015,7471,4
630749,7471,1
49221,7471,5
19763,7471,5
118910,7471,4
174527,7471,4
564356,7471,2
623253,7471,1
42009,7471,4
534548,7471,5
4914,7471,2
601410,7471,1
227835,7471,5
39878,7471,5
524005,7471,5
54200,7471,1
54026,7471,3
311478,7471,3
599344,7471,3
192031,7471,3
192964,7471,4
134215,7471,5
113673,7471,3
595190,7471,4
249251,7471,5
134,7471,4
495620,7471,5
64314,7471,4
309806,7471,3
74005,7471,5
649955,7471,2
647466,7471,1
121042,7471,5
647365,7471,5
61469,7471,5
145176,7471,3
299469,7471,4
132801,7471,5
143007,7471,2
16635,7471,5
122782,7471,5
249295,7471,5
213893,7471,4
105646,7471,4
44260,7471,5
173815,7471,4
518882,7471,4
400128,7471,5
73235,7471,3
78030,7471,5
124088,7471,4
73298,7471,3
209610,7471,5
543052,7471,5
81708,7471,5
633383,7471,4
71720,7471,3
733986,7661,5
748665,7661,5
746293,7661,5
47493,7661,5
54703,7661,5
114334,7661,5
145393,7661,5
129305,7954,1
578616,7954,1
394363,7954,1
114872,7954,1
933341,7955,2
1178967,7955,1
165679,7955,4
1171077,7955,1
1158569,7955,1
491,7955,1
792407,7955,1
177205,7955,5
1159683,7955,4
115919,7955,1
1170885,7955,1
1170305,7955,1
1171296,7955,1
524684,8008,1
487386,8008,4
67102,8008,4
455937,8008,5
380285,8008,1
532552,8008,3
456315,8008,5
328669,8008,3
239679,8008,4
41872,8008,4
57589,8008,3
244211,8008,5
132398,8008,5
309371,8008,3
535867,8008,3
133792,8008,5
32685,8008,5
497455,8008,4
523439,8008,4
487742,8008,4
52095,8008,3
123719,8008,2
523921,8008,2
60087,8008,4
539695,8008,4
114937,8008,4
212366,8008,3
539729,8008,4
533457,8008,4
476493,8008,4
2798,8008,4
549794,8008,1
383706,8008,4
183268,8025,4
134861,8025,5
1028458,8025,5
290366,8025,5
1039151,8025,5
372095,8025,5
513881,8141,5
528843,8141,5
277919,8141,5
61759,8141,5
402870,8141,3
64041,8141,1
365870,8141,5
550861,8141,1
39996,8141,5
4469,8141,5
186444,8141,5
539722,8141,1
8646,8142,1
34438,8142,2
896021,8142,5
7794,8209,5
136856,8209,4
149373,8209,3
133000,8209,3
75630,8209,5
49378,8209,3
42009,8209,3
2651,8209,4
434788,8209,3
74005,8209,5
2731,8209,4
74337,8209,3
5593,8349,2
129713,8349,3
336656,8349,5
329058,8349,3
77067,8349,5
317631,8349,3
154224,8349,3
5144,8349,5
57272,8349,5
333728,8349,2
293907,8349,5
350703,8349,3
126221,8349,4
136666,8349,3
392875,8349,5
357598,8349,3
232445,8349,4
124779,8349,5
393460,8349,4
172030,8349,2
75630,8349,3
33421,8349,5
357389,8349,4
21094,8349,4
21257,8349,4
491,8349,5
158528,8349,5
93805,8349,2
306584,8349,3
8646,8349,2
182964,8349,1
39750,8349,5
295472,8349,4
75014,8349,4
45266,8349,5
50335,8349,4
367437,8349,3
91170,8349,3
392787,8349,4
20737,8349,3
355739,8349,5
319441,8349,3
121049,8349,4
306985,8349,5
381827,8349,5
18867,8349,5
50154,8349,5
114872,8349,3
372925,8349,1
218236,8349,5
365971,8349,5
367266,8349,1
380496,8349,5
363897,8349,3
378009,8349,3
11166,8349,2
2651,8349,4
356497,8349,4
348182,8349,3
394194,8349,1
391056,8349,5
174527,8349,3
358398,8349,3
17255,8349,2
381277,8349,5
309398,8349,3
1877,8349,4
9803,8349,2
135750,8349,5
379178,8349,5
146865,8349,3
369290,8349,2
197348,8349,3
373879,8349,2
356540,8349,5
281882,8349,4
375936,8349,4
8306,8349,4
224214,8349,3
56867,8349,3
359381,8349,2
60545,8349,4
3337,8349,2
298858,8349,4
26400,8349,3
25776,8349,3
73964,8349,4
364458,8349,3
364100,8349,3
284364,8349,5
100437,8349,4
391632,8349,4
175826,8349,5
60193,8349,4
362591,8349,1
74005,8349,3
384845,8349,4
383136,8349,5
361764,8349,4
25642,8647,5
38648,8647,5
37133,8647,4
18237,8647,5
7469,8647,5
15418,8647,5
34181,8647,5
21094,8647,5
23793,8647,5
24088,8647,5
13719,8647,5
18505,8647,2
3229,8647,5
2731,8647,5
16357,8647,5
109418,8869,3
498796,8869,1
25642,8869,3
129713,8869,3
485038,8869,4
174966,8869,5
2651,8869,4
256100,8869,5
498951,8869,4
440115,8869,3
504921,8869,4
36684,8869,4
41208,8869,2
251725,8869,5
355739,8869,3
99384,8869,3
55472,8869,3
502643,8869,1
494854,8869,5
49221,8869,5
149704,8869,5
171298,8869,3
17255,8869,3
123455,8869,1
19073,8869,2
501471,8869,4
499707,8869,2
6507,8869,4
131211,8869,3
508007,8869,4
475707,8869,4
52555,8869,5
73964,8869,3
124088,8869,4
11166,8869,3
134,8869,4
218560,8869,1
133751,8869,3
145176,8869,2
259048,8869,4
161951,8869,4
192059,8869,1
2823,8869,1
136428,9036,5
205639,9036,5
267649,9036,5
370426,9194,5
752024,9194,5
1182678,9194,5
279734,9194,5
46301,9194,5
1172506,9194,5
1174774,9194,5
543489,9194,5
1180789,9194,5
850456,9194,5
138179,9194,5
1174747,9194,5
148742,9267,4
258667,9267,2
264266,9267,4
264875,9267,4
8646,9267,4
36684,9267,4
274911,9267,3
269851,9267,5
249579,9267,4
275641,9267,1
26638,9267,3
185559,9267,5
272637,9267,4
257026,9267,3
61469,9267,3
243197,9267,5
232478,9267,3
33112,9267,4
2823,9267,3
250157,9267,4
105950,9267,3
263140,9267,2
192059,9267,4
788063,9451,4
642980,9451,5
768425,9451,1
751482,9451,5
361577,9451,5
20773,9451,5
427734,9451,5
592636,9451,5
281918,9451,5
42280,9464,3
18867,9464,1
893260,9464,3
872617,9464,1
868953,9464,1
878446,9464,5
319500,9742,2
7794,9742,2
8646,9742,4
359447,9742,3
127346,9742,5
49378,9742,3
338012,9742,5
55262,9759,4
243885,9759,4
242779,9759,4
40708,9759,3
240397,9759,3
245715,9759,4
232896,9759,3
270316,9759,1
55172,9759,2
270264,9759,4
21810,9759,3
104542,9759,5
269440,9759,1
260300,9759,4
15002,9759,5
271401,9759,2
270148,9759,4
122158,9759,5
9803,9759,3
172030,9759,4
245650,9759,3
134,9759,4
19073,9759,4
4914,9759,4
253660,9759,4
254376,9759,1
126933,9759,5
241853,9759,5
9857,9759,4
240030,9759,1
38098,9759,5
246079,9759,1
244176,9759,1
243662,9759,5
263951,9759,1
240069,9759,4
34051,9759,2
238876,9759,1
265620,9759,2
287357,9759,1
303090,9759,2
278216,9759,1
289397,9759,1
289167,9759,3
306327,9759,4
297110,9759,4
304061,9759,5
310328,9759,2
282643,9759,4
213547,9759,3
124088,9759,3
491,9759,2
243188,9759,4
120515,9759,5
292366,9759,3
55839,9759,4
284988,9759,5
299469,9759,4
285299,9759,4
298537,9759,2
292484,9759,4
74337,9759,4
296075,9759,5
305680,9759,1
1725,9759,4
305866,9759,1
833366,9816,3
645325,9816,1
816385,9816,5
849158,9816,1
494536,9816,1
959343,9817,5
82954,9817,3
326994,9817,5
555480,9817,5
983888,9817,5
970935,9817,5
50097,9817,5
148742,9817,5
350519,9817,5
574811,9817,5
42502,9817,5
100302,9817,5
967553,9817,4
957481,9817,5
18867,10109,5
681581,10109,1
500530,10109,5
466847,10109,4
160828,10447,5
824313,10447,5
329778,10447,1
243069,10447,5
807554,10447,1
126875,10447,5
96572,10579,3
125638,10579,2
83464,10579,4
49221,10579,1
47315,10579,1
42007,10579,5
199914,10579,4
423011,10579,4
213893,10579,4
355211,10580,5
158528,10580,5
364042,10580,5
7794,10664,3
156871,10664,5
577286,10664,1
586318,10664,5
346541,10664,1
573603,10664,5
581224,10664,4
381892,10664,5
563433,10664,5
564152,10664,5
552327,10664,4
434733,10894,5
157663,10894,3
51010,10894,4
20773,10894,5
126765,10894,5
784676,10900,5
720136,10900,5
1161951,10900,5
762087,10900,5
453582,10900,5
957947,10900,5
535009,10900,5
723755,10900,5
20956,10900,5
121562,10900,5
277919,10900,5
96245,10900,5
110942,10900,5
129305,10900,1
128440,10900,5
60545,10900,4
1160800,10900,1
236583,10900,4
802749,10900,4
1258,10900,2
96102,10900,5
131599,10900,1
370200,10900,5
1162063,10900,3
40689,10900,5
96575,10900,4
1157419,10900,5
234344,10900,5
74816,10900,4
1008837,10900,5
645735,10900,5
1168352,10900,5
343560,10900,5
134428,10900,4
352953,10900,5
587846,10900,5
113004,10900,4
1159756,10900,5
492424,10900,5
305823,10900,5
386960,10900,5
